flex,fsr1,fsr2,fsr3,pitch,roll,label
0,15.34,0.00,17.98,-24.95,21.27,Standing
0,14.67,0.00,18.02,-24.98,21.28,Standing
0,14.67,0.00,17.94,-24.99,21.25,Standing
0,14.72,0.00,18.10,-24.98,21.23,Standing
0,15.54,0.00,18.35,-24.97,21.25,Standing
0,16.17,0.00,18.56,-24.96,21.19,Standing
0,16.55,0.81,18.73,-24.95,21.16,Standing
0,15.87,0.00,18.33,-24.96,21.10,Standing
0,15.70,0.00,18.17,-24.98,21.15,Standing
0,15.43,0.00,17.84,-25.00,21.12,Standing
0,15.40,0.00,17.79,-25.01,21.11,Standing
0,14.99,0.00,17.64,-25.02,21.09,Standing
0,15.16,0.00,17.81,-25.01,21.11,Standing
0,15.84,0.00,18.13,-25.01,21.10,Standing
0,16.29,0.00,18.38,-25.03,21.10,Standing
0,16.65,0.13,18.57,-25.03,21.08,Standing
0,16.31,0.00,18.44,-25.04,21.18,Standing
0,16.02,0.00,18.29,-25.03,21.17,Standing
0,15.85,0.00,18.18,-25.03,21.13,Standing
0,15.89,0.00,17.64,-25.03,21.08,Standing
0,16.44,0.00,18.00,-25.05,21.09,Standing
0,16.01,0.00,17.73,-25.05,21.07,Standing
0,16.42,0.00,18.12,-25.06,21.05,Standing
0,16.86,0.00,18.44,-25.06,21.01,Standing
0,16.43,0.00,18.27,-25.06,21.16,Standing
0,16.15,0.00,18.14,-25.07,21.18,Standing
0,15.97,0.00,18.15,-25.08,21.15,Standing
0,15.52,0.00,18.00,-25.07,21.13,Standing
0,14.63,0.00,17.98,-25.07,21.20,Standing
0,15.42,0.00,18.26,-25.07,21.20,Standing
0,15.81,0.99,18.49,-25.07,21.18,Standing
0,15.19,0.00,18.20,-25.09,21.19,Standing
0,14.28,0.00,18.11,-25.09,21.40,Standing
0,13.89,0.00,17.91,-25.09,21.44,Standing
