flex,fsr1,fsr2,fsr3,pitch,roll,label
0,0.00,0.00,16.30,-26.94,45.38,Walking
0,0.00,0.00,16.27,-27.22,45.67,Walking
0,0.00,0.00,15.61,-26.75,45.88,Walking
0,0.00,0.00,15.48,-26.42,45.89,Walking
0,0.00,0.00,15.13,-25.66,46.02,Walking
0,0.00,0.00,14.64,-24.37,45.95,Walking
0,0.00,0.00,14.37,-22.61,45.58,Walking
0,0.00,0.00,14.06,-20.17,44.81,Walking
0,0.00,0.00,13.77,-17.28,44.31,Walking
0,0.00,0.00,14.19,-14.90,44.91,Walking
0,0.00,0.00,13.62,-12.86,45.82,Walking
0,0.00,0.00,12.98,-9.88,46.32,Walking
0,0.00,0.00,12.64,-6.46,45.64,Walking
13,0.00,0.00,12.29,-3.08,44.31,Walking
46,0.00,0.00,12.02,0.27,42.96,Walking
105,0.00,0.00,12.40,3.67,42.13,Walking
182,0.00,0.00,12.70,7.44,41.93,Walking
235,0.00,0.00,12.48,10.82,41.98,Walking
318,0.00,0.00,12.61,14.12,42.17,Walking
382,0.00,0.00,12.04,17.44,42.22,Walking
451,0.00,0.00,11.69,21.10,42.33,Walking
504,0.00,0.00,11.65,24.62,41.92,Walking
570,0.00,0.00,11.47,28.23,40.84,Walking
651,0.00,0.00,11.46,31.68,39.25,Walking
696,0.00,0.00,11.21,34.65,37.78,Walking
747,0.00,0.00,11.16,37.25,36.39,Walking
773,0.00,0.00,11.21,39.47,35.22,Walking
798,0.00,0.00,10.67,41.29,34.51,Walking
814,0.00,0.00,10.57,43.01,34.06,Walking
826,0.00,0.00,10.64,43.88,33.58,Walking
828,0.00,0.00,10.81,44.36,33.06,Walking
835,0.00,0.00,11.14,44.34,32.32,Walking
829,0.00,0.00,11.75,43.82,31.32,Walking
760,0.00,0.00,11.40,42.45,30.31,Walking
682,0.00,0.00,11.92,40.42,29.11,Walking
570,0.00,0.00,11.72,37.83,28.13,Walking
473,0.00,0.00,11.22,33.78,27.35,Walking
380,0.00,0.00,11.25,29.66,26.40,Walking
304,0.00,0.00,11.09,25.61,25.13,Walking
243,0.00,0.00,11.56,21.93,23.91,Walking
194,0.00,0.00,12.19,18.68,22.94,Walking
155,0.00,0.00,12.71,15.54,22.01,Walking
124,0.00,0.00,12.96,12.41,21.23,Walking
99,0.00,0.00,13.04,10.02,20.71,Walking
79,0.00,0.00,12.95,8.37,20.88,Walking
63,0.00,0.00,12.62,6.98,21.70,Walking
51,0.00,0.00,12.57,4.37,22.23,Walking
40,0.00,0.00,12.62,1.20,23.28,Walking
32,0.00,0.00,12.92,-0.92,25.83,Walking
26,0.00,0.00,12.96,-3.86,28.73,Walking
20,0.00,0.00,12.64,-7.50,30.41,Walking
16,0.00,0.00,12.24,-8.85,30.89,Walking
13,0.00,0.00,12.29,-11.56,31.10,Walking
10,0.00,0.00,12.30,-15.37,30.99,Walking
8,0.00,0.00,12.47,-18.58,30.48,Walking
6,0.00,0.00,12.93,-19.08,29.73,Walking
5,0.00,0.00,12.95,-17.32,28.87,Walking
4,0.00,0.00,13.26,-17.20,28.47,Walking
3,0.00,0.00,13.99,-19.57,28.44,Walking
2,0.00,0.00,14.06,-22.10,28.44,Walking
2,0.00,0.00,14.25,-23.31,29.07,Walking
1,0.00,0.00,14.27,-23.04,30.52,Walking
1,0.00,0.00,14.46,-23.21,31.90,Walking
1,0.00,0.00,14.76,-24.50,32.45,Walking
0,0.00,0.00,15.51,-25.43,32.06,Walking
0,0.00,0.00,16.12,-25.74,31.69,Walking
0,0.00,0.00,16.56,-25.78,32.04,Walking
0,0.00,0.00,16.12,-26.17,33.02,Walking
0,0.00,0.00,16.13,-27.20,34.01,Walking
0,0.00,0.00,16.12,-27.90,34.65,Walking
0,0.00,0.00,16.20,-28.13,35.12,Walking
0,0.00,0.00,16.53,-28.39,35.50,Walking
0,0.08,0.00,16.96,-28.78,36.55,Walking
0,1.43,0.00,16.95,-29.02,37.43,Walking
0,1.60,0.00,17.12,-29.13,38.08,Walking
0,0.98,0.00,17.37,-29.19,38.51,Walking
0,0.00,0.00,17.16,-29.20,39.19,Walking
0,0.00,0.00,17.15,-29.19,39.61,Walking
0,0.00,0.00,17.20,-29.12,39.87,Walking
0,0.00,0.00,17.01,-28.98,40.05,Walking
